lr,test,1,0.8095238095238095
lr,train,1,0.851063829787234
lr,test,2,0.8095238095238095
lr,train,2,0.8497854077253219
lr,test,3,0.8095238095238095
lr,train,3,0.8534482758620691
lr,test,4,0.8095238095238095
lr,train,4,0.8583690987124464
lr,test,5,0.8095238095238095
lr,train,5,0.8583690987124464
lr,test,6,0.8292682926829269
lr,train,6,0.8534482758620691
lr,test,7,0.8292682926829269
lr,train,7,0.8534482758620691
lr,test,8,0.8292682926829269
lr,train,8,0.8534482758620691
lr,test,9,0.8292682926829269
lr,train,9,0.8571428571428572
lr,test,10,0.8292682926829269
lr,train,10,0.8620689655172413
lr,test,11,0.8292682926829269
lr,train,11,0.8620689655172413
lr,test,12,0.8292682926829269
lr,train,12,0.8620689655172413
lr,test,13,0.8292682926829269
lr,train,13,0.8620689655172413
lr,test,14,0.8292682926829269
lr,train,14,0.8658008658008658
lr,test,15,0.8292682926829269
lr,train,15,0.8733624454148471
lr,test,16,0.8292682926829269
lr,train,16,0.8733624454148471
lr,test,17,0.8292682926829269
lr,train,17,0.8733624454148471
lr,test,18,0.8292682926829269
lr,train,18,0.8733624454148471
lr,test,19,0.8292682926829269
lr,train,19,0.8733624454148471
lr,test,20,0.8292682926829269
lr,train,20,0.8733624454148471
lr,test,21,0.8292682926829269
lr,train,21,0.8733624454148471
lr,test,22,0.8292682926829269
lr,train,22,0.8733624454148471
lr,test,23,0.8292682926829269
lr,train,23,0.8733624454148471
lr,test,24,0.8292682926829269
lr,train,24,0.8733624454148471
lr,test,25,0.8292682926829269
lr,train,25,0.868421052631579
lr,test,26,0.8292682926829269
lr,train,26,0.868421052631579
lr,test,27,0.8292682926829269
lr,train,27,0.868421052631579
lr,test,28,0.8292682926829269
lr,train,28,0.868421052631579
lr,test,29,0.8292682926829269
lr,train,29,0.868421052631579
lr,test,30,0.8292682926829269
lr,train,30,0.868421052631579
lr,test,31,0.8292682926829269
lr,train,31,0.868421052631579
lr,test,32,0.8292682926829269
lr,train,32,0.868421052631579
lr,test,33,0.8292682926829269
lr,train,33,0.868421052631579
lr,test,34,0.8292682926829269
lr,train,34,0.868421052631579
lr,test,35,0.8292682926829269
lr,train,35,0.868421052631579
lr,test,36,0.8292682926829269
lr,train,36,0.868421052631579
lr,test,37,0.8292682926829269
lr,train,37,0.868421052631579
lr,test,38,0.8292682926829269
lr,train,38,0.868421052631579
lr,test,39,0.8292682926829269
lr,train,39,0.868421052631579
lr,test,40,0.8292682926829269
lr,train,40,0.868421052631579
nn,test,1,0.0
nn,train,1,0.0
nn,test,2,0.0
nn,train,2,0.0
nn,test,3,0.4615384615384615
nn,train,3,0.3142857142857143
nn,test,4,0.8421052631578948
nn,train,4,0.8036529680365296
nn,test,5,0.85
nn,train,5,0.8384279475982533
nn,test,6,0.8292682926829269
nn,train,6,0.8497854077253219
nn,test,7,0.7906976744186046
nn,train,7,0.8448275862068965
nn,test,8,0.7906976744186046
nn,train,8,0.864406779661017
nn,test,9,0.8095238095238095
nn,train,9,0.8691983122362869
nn,test,10,0.8095238095238095
nn,train,10,0.8739495798319328
nn,test,11,0.8095238095238095
nn,train,11,0.8786610878661089
nn,test,12,0.8095238095238095
nn,train,12,0.8786610878661089
nn,test,13,0.8095238095238095
nn,train,13,0.8739495798319328
nn,test,14,0.8095238095238095
nn,train,14,0.8739495798319328
nn,test,15,0.8095238095238095
nn,train,15,0.8739495798319328
nn,test,16,0.8095238095238095
nn,train,16,0.8702928870292886
nn,test,17,0.8095238095238095
nn,train,17,0.8739495798319328
nn,test,18,0.8095238095238095
nn,train,18,0.8702928870292886
nn,test,19,0.8292682926829269
nn,train,19,0.8728813559322035
nn,test,20,0.8292682926829269
nn,train,20,0.8728813559322035
nn,test,21,0.8095238095238095
nn,train,21,0.8702928870292886
nn,test,22,0.8292682926829269
nn,train,22,0.8691983122362869
nn,test,23,0.8292682926829269
nn,train,23,0.864406779661017
nn,test,24,0.8292682926829269
nn,train,24,0.8691983122362869
nn,test,25,0.8292682926829269
nn,train,25,0.8620689655172413
nn,test,26,0.8095238095238095
nn,train,26,0.8739495798319328
nn,test,27,0.8292682926829269
nn,train,27,0.8632478632478633
nn,test,28,0.8292682926829269
nn,train,28,0.8632478632478633
nn,test,29,0.8292682926829269
nn,train,29,0.8620689655172413
nn,test,30,0.8292682926829269
nn,train,30,0.8620689655172413
nn,test,31,0.8292682926829269
nn,train,31,0.8669527896995709
nn,test,32,0.8292682926829269
nn,train,32,0.8706896551724138
nn,test,33,0.8000000000000002
nn,train,33,0.8706896551724138
nn,test,34,0.8000000000000002
nn,train,34,0.8706896551724138
nn,test,35,0.8000000000000002
nn,train,35,0.8841201716738197
nn,test,36,0.8000000000000002
nn,train,36,0.8680851063829789
nn,test,37,0.8095238095238095
nn,train,37,0.8823529411764707
nn,test,38,0.8292682926829269
nn,train,38,0.8983050847457628
nn,test,39,0.8000000000000002
nn,train,39,0.8888888888888888
nn,test,40,0.8000000000000002
nn,train,40,0.8879310344827586
